domain,name,country
bashedu.ru,Bashkir State Medical University,Russian Federation
bspu.ru,Bashkir State Pedagogical University named After M. Akmullah,Russian Federation
bashedu.ru,Bashkir State University,Russian Federation
bmstu.ru,Bauman Moscow State Technical University,Russian Federation
bsaa.ru,Belgorod State Agricultural Academy,Russian Federation
bstu.ru,Belgorod State Technical University,Russian Federation
bsu.edu.ru,Belgorod State University,Russian Federation
bashedu.ru,Birsk State Pedagogical Institute,Russian Federation
bigpi.biysk.ru,Biysk State Padagogical University after V.M. Shukshin,Russian Federation
brstu.ru,Bratsk State Technical University,Russian Federation
tu-bryansk.ru,Brjansk State Technical University,Russian Federation
bsu.burnet.ru,Burjat State University,Russian Federation
cspi.urc.ac.ru,Cheljabinsk State Institute of Teacher Training,Russian Federation
csu.ac.ru,Cheljabinsk State University,Russian Federation
urc.ac.ru,Cheljabinsk University of Agricultural Engineering,Russian Federation
chuvsu.ru,Chuvash State University,Russian Federation
dgu.ru,Dagestan State University,Russian Federation
dongau.ru,Don State Agrarian University,Russian Federation
dstu.edu.ru,Don State Technical University,Russian Federation
uni-dubna.ru,"Dubna International University for Nature, Society and Man",Russian Federation
vsgaki.burnet.ru,East-Siberian State Institute of Culture,Russian Federation
vsgtu.eastsib.ru,East-Siberian State University,Russian Federation
esstu.ru,East-Siberian State University of Technology,Russian Federation
eu.spb.ru,European University at St.Petersburg,Russian Federation
dvgups.ru,Far East State Transport University,Russian Federation
khspu.ru,Far Easten State University of Humanities,Russian Federation
festu.ru,Far Eastern State Technical University,Russian Federation
dvgu.ru,Far Eastern State University,Russian Federation
fa.ru,Finance Academy,Russian Federation
gnesin-academy.ru,Gnesins Russian Academy of Music,Russian Federation
gasu.ru,Gorno-Altaisk State University,Russian Federation
gubkin.ru,Gubkin Russian State University of Oil and Gas,Russian Federation
herzen.edu.ru,Herzen State Pedagogical University of Russia,Russian Federation
herzen.spb.ru,Herzen State Pedagogical University of Russia,Russian Federation
hse.ru,Higher School of Economics,Russian Federation
mma.ru,I.M. Sechenov Moscow Medical Academy,Russian Federation
ifmo.ru,ITMO University,Russian Federation
itmo.ru,ITMO University,Russian Federation
niuitmo.ru,ITMO University,Russian Federation
kantiana.ru,Immanuel Kant State University of Russia,Russian Federation
iet.ru,Institute for the Economy in Transition,Russian Federation
ibp-moscow.ru,Institute of Business and Politics,Russian Federation
ime.ru,Institute of Management and Economy,Russian Federation
ibi.spb.ru,"International Banking Institute, St. Petersburg",Russian Federation
ieeu.udm.ru,International East-European University,Russian Federation
miu.ru,"International University of Engineering, Moscow",Russian Federation
iufs.edu,"International University of Fundamental Studies, St. Petersburg",Russian Federation
isea.irk.ru,Irkutsk State Academy of Economics,Russian Federation
istu.irk.ru,Irkutsk State Technical University,Russian Federation
isu.ru,Irkutsk State University,Russian Federation
isma.indi.ru,Ivanovo State Academy of Medicine,Russian Federation
ispu.ru,Ivanovo State Power University,Russian Federation
education.ivanovo.ru,Ivanovo State Textile Academy,Russian Federation
ivanovo.ac.ru,Ivanovo State University,Russian Federation
isuct.ru,Ivanovo State University of Chemistry and Technology,Russian Federation
istu.ru,Izhevsk State Technical University,Russian Federation
jum.ru,Jewish University in Moscow,Russian Federation
kbsu.ru,Kabardino-Balkarian State University,Russian Federation
klgtu.ru,Kaliningrad State Technical University,Russian Federation
kalmsu.ru,Kalmyk State University,Russian Federation
kspu.kaluga.ru,Kaluga State Pedagogical University,Russian Federation
kamgu.ru,Kamchatka State University Vitus Bering,Russian Federation
kspu.ptz.ru,Karelian State Pedagogical University,Russian Federation
ksaba.ru,Kazan State Academy of Architecture and Civil Engineering,Russian Federation
ksfei.ru,Kazan State Finance and Economics Institute,Russian Federation
kazanconservatory.ru,Kazan State Music Conservatory,Russian Federation
kgpu.ru,Kazan State Pedagogical University,Russian Federation
ksu.ru,Kazan State University,Russian Federation
kgmu.kcn.ru,Kazan State University of Medicine,Russian Federation
kai.ru,Kazan State University of Technology,Russian Federation
kemsu.ru,Kemerovo State University,Russian Federation
ael.ru,Khabarovsk State Academy of Economics and Law,Russian Federation
khstu.ru,Khabarovsk State University of Technology,Russian Federation
knastu.ru,Komsomolsk-on-Amur State Technical University,Russian Federation
kstu.edu.ru,Kostroma State Technological University,Russian Federation
kgtu.runnet.ru,Krasnoyarsk State Technical University,Russian Federation
kubsu.ru,Kuban State University,Russian Federation
kubagro.ru,Kuban State University of Agriculture,Russian Federation
kubstu.ru,Kuban State University of Technology,Russian Federation
kiu.ru,Kurgan International University,Russian Federation
ksmu.kursknet.ru,Kursk State Medical University,Russian Federation
kstu.kursk.ru,Kursk State Technical University,Russian Federation
kursk-uni.ru,Kursk State University,Russian Federation
kuzstu.ac.ru,Kuzbass State Technical University,Russian Federation
lunn.sci-nnov.ru,Linguistic University of Nizhny Novgorod,Russian Federation
stu.lipetsk.ru,Lipeck State Technical University,Russian Federation
msu.ru,Lomonosov Moscow State University,Russian Federation
masu.ru,Magnitogorsk State University,Russian Federation
marstu.mari.ru,Marij State Technical University,Russian Federation
margu.mari.ru,Marij State University,Russian Federation
filine.centro.ru,Maxim Gorky Institute of Literature,Russian Federation
muctr.edu.ru,Mendeleev Russian University of Chemical Technology,Russian Federation
miom.org,Modern Institute of Managament,Russian Federation
muh.ru,Modern University for the Humanities,Russian Federation
mrsu.ru,Mordovian State University,Russian Federation
mosgu.ru,Moscow External University of the Humanities,Russian Federation
mipt.ru,Moscow Institute of Physics and Technology,Russian Federation
phystech.edu,Moscow Institute of Physics and Technology,Russian Federation
mirbis.ru,Moscow International Higher Business School (MIRBIS),Russian Federation
mosconsv.ru,Moscow P. I. Tchaikovsky Conservatory,Russian Federation
mpgu.su,Moscow Pedagogical State University,Russian Federation
mpei.ac.ru,Moscow Power Engineering Institute (Technical University),Russian Federation
msaab.ru,Moscow State Academy of Applied Biotechnology,Russian Federation
madi.ru,Moscow State Automobile and Road Technical University,Russian Federation
msiu.ru,Moscow State Industrial University,Russian Federation
mgimo.ru,Moscow State Institute of International Relations MFA Russia (MGIMO-University),Russian Federation
mirea.ru,"Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)",Russian Federation
misis.ru,Moscow State Institute of Steel and Alloys,Russian Federation
mstuca.ru,Moscow State Technical University of Civil Aviation,Russian Federation
msta.ac.ru,Moscow State Textile University A.N. Kosygin,Russian Federation
mgsu.norna.ru,Moscow State University of Civil Engineering,Russian Federation
rsute.ru,Moscow State University of Commerce,Russian Federation
msuc.edu.ru,Moscow State University of Culture,Russian Federation
msuie.ru,Moscow State University of Ecological Engineering,Russian Federation
mesi.ru,"Moscow State University of Economics, Statistics and Informatics",Russian Federation
msuee.ru,Moscow State University of Environmental Engineering,Russian Federation
mgul.ac.ru,Moscow State University of Forestry Engineering,Russian Federation
miigaik.ru,Moscow State University of Geodesy and Cartography,Russian Federation
miit.ru,Moscow State University of Railway Transport,Russian Federation
stankin.ru,Moscow State University of Technology (Stankin),Russian Federation
mtuci.ru,Moscow Technical University of Informatics and Communication,Russian Federation
touro.ru,Moscow University Touro,Russian Federation
synergy.ru,Moscow University for Industry and Finance “Synergy”,Russian Federation
synergy.university,Moscow University for Industry and Finance “Synergy”,Russian Federation
mstu.edu.ru,Murmansk State Technical University,Russian Federation
vieup.ru,"NGO Vladikavkaz Institute of Economics, Management, and Law",Russian Federation
miet.ru,National Research University of Electronic Technology,Russian Federation
nayanova.edu,Nayanova University,Russian Federation
nilc.spb.ru,Nevsky Institute of Language and Culture,Russian Federation
nes.ru,New Economic School,Russian Federation
n-nov.mednet.com,Nizhny Novgorod State Academy of Medicine,Russian Federation
ngasu.sci-nnov.ru,Nizhny Novgorod State Architectural - Building University,Russian Federation
nntu.sci-nnov.ru,Nizhny Novgorod State Technical University,Russian Federation
unn.ac.ru,Nizhny Novgorod State University,Russian Federation
nosu.ru,North Ossetian State University,Russian Federation
nwpi.ru,North-West State Technical University,Russian Federation
nsmu.ru,Northern State Medical University,Russian Federation
novsu.ac.ru,Novgorod State University,Russian Federation
cit.drbit.com.ru,Novosibirsk State Academy of Economics and Mangement,Russian Federation
nsau.edu.ru,Novosibirsk State Agricultural University,Russian Federation
medin.nsc.ru,Novosibirsk State Medical Academy,Russian Federation
conservatoire.ru,Novosibirsk State Music Academy M. Glinka,Russian Federation
nstu.ru,Novosibirsk State Technical University,Russian Federation
nsu.ru,Novosibirsk State University,Russian Federation
g.nsu.ru,Novosibirsk State University,Russian Federation
iate.obninsk.ru,Obninsk State Technical University for Nuclear Power Engineering,Russian Federation
omgau.ru,Omsk State Agrarian University,Russian Federation
omsk-osma.ru,Omsk State Medicical Academy,Russian Federation
omsk.edu,Omsk State Pedagogical University,Russian Federation
omgtu.ru,Omsk State Technical University,Russian Federation
omgups.ru,Omsk State Transport University,Russian Federation
univer.omsk.su,Omsk State University,Russian Federation
osu.ru,Orenburg State University,Russian Federation
orun.ru,Oriental University,Russian Federation
pnzgu.ru,Penza State University,Russian Federation
pfu.edu.ru,People' s Friendship University of Russia,Russian Federation
pstu.ac.ru,Perm State Academy of Agriculture,Russian Federation
psma.ru,Perm State Medical Academy,Russian Federation
pspu.ac.ru,Perm State Pedagogical University,Russian Federation
psfa.ru,Perm State Pharmaceutical Academy,Russian Federation
pstu.ac.ru,Perm State Technical University,Russian Federation
psu.ru,Perm State University,Russian Federation
karelia.ru,Petrozavodsk State University,Russian Federation
pglu.ru,Pjatigorsk State Linguistic University,Russian Federation
rea.ru,Plekhanov Russian Academy of Economics,Russian Federation
pomorsu.ru,Pomor State University,Russian Federation
pomorsu.ru,Pomorsk State University,Russian Federation
rsmu.da.ru,Rostov State Medical University,Russian Federation
rsu.ru,Rostov State University,Russian Federation
rah.ru,Russian Academy of Arts,Russian Federation
gitis.net,Russian Academy of Theatre Arts,Russian Federation
vfrta.ru,"Russian Customs Academy, Vladivostok Branch",Russian Federation
mgri-rggru.ru,Russian State Geological Prospecting University,Russian Federation
rshu.ru,Russian State Hydrometeorological University,Russian Federation
rsmu.ru,Russian State Medical University,Russian Federation
rsuh.ru,Russian State University for the Humanities,Russian Federation
ttc.ryazan.ru,Ryazan State Pedagogical University,Russian Federation
rgata.yaroslavl.ru,Rybinsk State Academy of Aviational Technology,Russian Federation
sakhgu.sakhalin.ru,Sakhalin State University,Russian Federation
samiit.ru,Samara State Academy for Railway Transportation,Russian Federation
ssaba.smr.ru,Samara State Academy of Architecture and Civil Engineering,Russian Federation
ssau.ru,Samara State Aerospace University,Russian Federation
ssaa.ru,Samara State Agricultural Academy,Russian Federation
samsmu.ru,Samara State Medical University,Russian Federation
sstu.samara.ru,Samara State Technical University,Russian Federation
ssu.samara.ru,Samara State University,Russian Federation
sseu.ru,Samara State University of Economics,Russian Federation
ssttu.samara.ru,Samara State University of Teacher Training,Russian Federation
sgap.ru,Saratov State Academy of Law,Russian Federation
sgau.ru,Saratov State Agrarian University,Russian Federation
med.sgu.ru,Saratov State Medical University,Russian Federation
ssea.runnet.ru,Saratov State Socio-Economic University,Russian Federation
sstu-edu.ru,Saratov State Technical University,Russian Federation
sgu.ru,Saratov State University,Russian Federation
ibch.ru,Shemyakin–Ovchinnikov Institute of bioorganic chemistry RAS,Russian Federation
sapanet.ru,Siberian Academy of Public Services,Russian Federation
sibsiu.kemerovo.su,Siberian State Industrial University,Russian Federation
ssmu.ru,Siberian State Medical University,Russian Federation
stu.ru,Siberian State Transport University,Russian Federation
neic.nsk.su,Siberian State University of Telecommunications and Informatics,Russian Federation
mgavm.ru,Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,Russian Federation
shu.smolensk.su,Smolensk Humanitarian University,Russian Federation
sgma.info,Smolensk State Medical Academy,Russian Federation
smolny-un.spb.ru,Smolny University,Russian Federation
tu-chel.ac.ru,Southern Ural State University,Russian Federation
spbiir.ru,St. Petersburg Institute of Arts and Restoration,Russian Federation
spbtei.ru,St. Petersburg Institute of Sales Management and Economics,Russian Federation
artacademy.spb.ru,St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture,Russian Federation
engec.ru,St. Petersburg State Academy for Engineering Economics (ENGECON),Russian Federation
spbgau.spb.ru,St. Petersburg State Agrarian University,Russian Federation
spcpa.ru,St. Petersburg State Chemical Pharmaceutical Academy,Russian Federation
gukit.ru,St. Petersburg State Cinema and TV University,Russian Federation
conservatory.ru,St. Petersburg State Conservatory,Russian Federation
eltech.ru,St. Petersburg State Electrotechnical University,Russian Federation
ftacademy.ru,St. Petersburg State Forest-Technical Academy,Russian Federation
gti.spb.ru,St. Petersburg State Institute of Technology (Technological University),Russian Federation
smtu.ru,St. Petersburg State Marine Technical University,Russian Federation
mechnik.spb.ru,St. Petersburg State Medical Academy,Russian Federation
spmi.edu.ru,St. Petersburg State Mining Institute (Technical University),Russian Federation
gorny-ins.ru,St. Petersburg State Mountain Institut,Russian Federation
gpma.ru,St. Petersburg State Pediatric Medical Academy,Russian Federation
spbstu.ru,St. Petersburg State Polytechnical University,Russian Federation
unilib.neva.ru,St. Petersburg State Technical University,Russian Federation
gturp.spb.ru,St. Petersburg State Technological University of Plant Polymers,Russian Federation
tart.spb.ru,St. Petersburg State Theatre Arts Academy,Russian Federation
spbu.ru,St. Petersburg State University,Russian Federation
suai.ru,St. Petersburg State University of Aerospace Instrumentation,Russian Federation
spbgasu.ru,St. Petersburg State University of Architecture and Civil Engineering,Russian Federation
academiaga.ru,St. Petersburg State University of Civil Aviation,Russian Federation
spbguki.ru,St. Petersburg State University of Culture and Arts,Russian Federation
uef.ru,St. Petersburg State University of Economics and Finance,Russian Federation
engec.ru,St. Petersburg State University of Engineering and Economics,Russian Federation
sutd.ru,St. Petersburg State University of Technology and Design,Russian Federation
sut.ru,St. Petersburg State University of Telecommunication,Russian Federation
spbuwc.ru,St. Petersburg State University of Waterway Communications,Russian Federation
spsmma.com,St. Petersburg StateMechnikov  Medical Academy,Russian Federation
gma.ru,State Maritine Academy,Russian Federation
intstudy.mai.ru,State University of Aerospace Technologies,Russian Federation
guu.ru,State University of Management,Russian Federation
ncstu.ru,Stavropol State Technical University,Russian Federation
stavsu.ru,Stavropol State University,Russian Federation
bashedu.ru,Sterlitamak State Pedagogical Institute,Russian Federation
surgu.wsnet.ru,Surgut State University,Russian Federation
ssu.komi.com,Syktyvkar State University,Russian Federation
tgpi.ttn.ru,Taganrog State Pedagogical Institute,Russian Federation
tsure.ru,Taganrog State University of Radioengineering,Russian Federation
tstu.ru,Tambov State Technical University,Russian Federation
